code,name,cate_code,cate_name
72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
220,유유제약,32102,의약품 제조업
195990,유지인트,32902,특수 목적용 기계 제조업
23410,유진기업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
56080,유진로봇,32902,특수 목적용 기계 제조업
1200,유진증권,116601,금융 지원 서비스업
84370,유진테크,32902,특수 목적용 기계 제조업
178780,유테크,32602,전자부품 제조업
221800,유투바이오,137209,기타 과학기술 서비스업
179900,유티아이,32602,전자부품 제조업
100,유한양행,32102,의약품 제조업
3460,유화증권,116601,금융 지원 서비스업
191410,육일씨엔에쓰,32602,전자부품 제조업
8730,율촌화학,32202,플라스틱제품 제조업
8250,이건산업,31602,나무제품 제조업
39020,이건홀딩스,116409,기타 금융업
25820,이구산업,32402,1차 비철금속 제조업
60230,이그잭스,32602,전자부품 제조업
67920,이글루시큐리티,105802,소프트웨어 개발 및 공급업
44960,이글벳,74607,기타 전문 도매업
214320,이노션,137103,광고업
73490,이노와이어리스,32604,통신 및 방송 장비 제조업
215790,이노인스트루먼트,32604,통신 및 방송 장비 제조업
88390,이녹스,116409,기타 금융업
272290,이녹스첨단소재,32602,전자부품 제조업
53350,이니텍,105802,소프트웨어 개발 및 공급업
258610,이더블유케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
33110,이디,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
41520,이라이콤,74601,상품 중개업
54210,이랜텍,32602,전자부품 제조업
65440,이루온,105802,소프트웨어 개발 및 공급업
88260,이리츠코크렙,126801,부동산 임대 및 공급업
139480,이마트,74701,종합 소매업
36260,이매진아시아,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
115610,이미지스,32601,반도체 제조업
78020,이베스트투자증권,116601,금융 지원 서비스업
208850,이비테크,32809,기타 전기장비 제조업
80010,이상네트웍스,74601,상품 중개업
86890,이수앱지스,32103,의료용품 및 기타 의약 관련제품 제조업
7660,이수페타시스,32602,전자부품 제조업
5950,이수화학,32001,기초 화학물질 제조업
15020,이스타코,126801,부동산 임대 및 공급업
47560,이스트소프트,105802,소프트웨어 개발 및 공급업
900110,이스트아시아홀딩스,116409,기타 금융업
67010,이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
93230,이아이디,74607,기타 전문 도매업
223310,이에스브이,105802,소프트웨어 개발 및 공급업
241510,이에스산업,32901,일반 목적용 기계 제조업
52190,이에스에이,189001,창작 및 예술관련 서비스업
226360,이엑스티,64102,토목 건설업
101360,이엔드디,32004,기타 화학제품 제조업
102710,이엔에프테크놀로지,32004,기타 화학제품 제조업
94190,이엘케이,32602,전자부품 제조업
63760,이엘피,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
123570,이엠넷,137103,광고업
95190,이엠코리아,32902,특수 목적용 기계 제조업
91120,이엠텍,32602,전자부품 제조업
232530,이엠티,32802,일차전지 및 축전지 제조업
102460,이연제약,32102,의약품 제조업
39030,이오테크닉스,32902,특수 목적용 기계 제조업
88290,이원컴포텍,33003,자동차 신품 부품 제조업
84680,이월드,189102,유원지 및 기타 오락관련 서비스업
181340,이즈미디어,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
35810,이지바이오,31008,동물용 사료 및 조제식품 제조업
90850,이지웰페어,105802,소프트웨어 개발 및 공급업
92130,이크레더블,106309,기타 정보 서비스업
16250,이테크건설,64101,건물 건설업
96040,이트론,32603,컴퓨터 및 주변장치 제조업
134060,이퓨쳐,105801,"서적, 잡지 및 기타 인쇄물 출판업"
1840,이화공영,64101,건물 건설업
760,이화산업,74607,기타 전문 도매업
24810,이화전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
14990,인디에프,31401,봉제의복 제조업
41830,인바디,32701,의료용 기기 제조업
79950,인베니아,32902,특수 목적용 기계 제조업
62580,인산가,31007,기타 식품 제조업
60150,인선이엔티,53802,폐기물 처리업
33230,인성정보,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
6490,인스코비,106102,전기 통신업
37330,인지디스플레,32602,전자부품 제조업
23800,인지컨트롤스,33003,자동차 신품 부품 제조업
34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업
211050,인카금융서비스,116602,보험 및 연금관련 서비스업
83640,인콘,32604,통신 및 방송 장비 제조업
216050,인크로스,137103,광고업
49070,인탑스,32604,통신 및 방송 장비 제조업
119610,인터로조,32703,사진장비 및 광학기기 제조업
158310,인터불스,32902,특수 목적용 기계 제조업
17250,인터엠,32605,영상 및 음향기기 제조업
129260,인터지스,84903,도로 화물 운송업
240340,인터코스,32004,기타 화학제품 제조업
108790,인터파크,74709,무점포 소매업
35080,인터파크홀딩스,116409,기타 금융업
51370,인터플렉스,32602,전자부품 제조업
64290,인텍플러스,32902,특수 목적용 기계 제조업
189300,인텔리안테크,32604,통신 및 방송 장비 제조업
150840,인트로메딕,32701,의료용 기기 제조업
48530,인트론바이오,32101,기초 의약물질 및 생물학적 제제 제조업
23810,인팩,33003,자동차 신품 부품 제조업
175140,인포마크,32604,통신 및 방송 장비 제조업
115310,인포바인,106102,전기 통신업
39290,인포뱅크,106309,기타 정보 서비스업
41020,인프라웨어,105802,소프트웨어 개발 및 공급업
247300,인프라웨어테크놀러지,105802,소프트웨어 개발 및 공급업
71200,인피니트헬스케어,105802,소프트웨어 개발 및 공급업
101930,인화정공,33101,선박 및 보트 건조업
78940,일경산업개발,64203,전기 및 통신 공사업
249420,일동제약,32102,의약품 제조업
230,일동홀딩스,116409,기타 금융업
13360,일성건설,64102,토목 건설업
3120,일성신약,32102,의약품 제조업
68330,일신바이오,32901,일반 목적용 기계 제조업
3200,일신방직,31301,방적 및 가공사 제조업
7110,일신석재,74606,"건축자재, 철물 및 난방장치 도매업"
58450,일야,32604,통신 및 방송 장비 제조업
7570,일양약품,32102,의약품 제조업
8500,일정실업,31303,편조원단 제조업
19540,일지테크,33003,자동차 신품 부품 제조업
81000,일진다이아,32004,기타 화학제품 제조업
20760,일진디스플,32601,반도체 제조업
20150,일진머티리얼즈,32602,전자부품 제조업
103590,일진전기,32803,절연선 및 케이블 제조업
94820,일진파워,64203,전기 및 통신 공사업
15860,일진홀딩스,116409,기타 금융업
226320,잇츠한불,32004,기타 화학제품 제조업
950140,잉글우드랩,32004,기타 화학제품 제조업
49550,잉크테크,32004,기타 화학제품 제조업
230400,자비스,32701,의료용 기기 제조업
43910,자연과환경,53901,환경 정화 및 복원업
234920,자이글,32805,가정용 기기 제조업
33240,자화전자,32602,전자부품 제조업
174880,장원테크,32604,통신 및 방송 장비 제조업
49630,재영솔루텍,32703,사진장비 및 광학기기 제조업
950,전방,31301,방적 및 가공사 제조업
120780,전우정밀,33003,자동차 신품 부품 제조업
65530,전파기지국,106102,전기 통신업
208140,정다운,31001,"도축, 육류 가공 및 저장 처리업"
22220,정산애강,32202,플라스틱제품 제조업
40420,정상제이엘에스,168505,일반 교습 학원
45510,정원엔시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
65620,제낙스,32401,1차 철강 제조업
217190,제너셈,32902,특수 목적용 기계 제조업
95700,제넥신,137001,자연과학 및 공학 연구개발업
122310,제노레이,32701,의료용 기기 제조업
66830,제노텍,32004,기타 화학제품 제조업
187420,제노포커스,32101,기초 의약물질 및 생물학적 제제 제조업
225220,제놀루션,32102,의약품 제조업
123330,제닉,32004,기타 화학제품 제조업
159580,제로투세븐,74604,생활용품 도매업
147830,제룡산업,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
33100,제룡전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
19570,제미니투자,116402,신탁업 및 집합투자업
79370,제우스,32902,특수 목적용 기계 제조업
54950,제이브이엠,32901,일반 목적용 기계 제조업
96690,제이스테판,32603,컴퓨터 및 주변장치 제조업
90470,제이스텍,32902,특수 목적용 기계 제조업
137950,제이씨케미칼,32004,기타 화학제품 제조업
33320,제이씨현시스템,74605,기계장비 및 관련 물품 도매업
194370,제이에스코퍼레이션,31501,"가죽, 가방 및 유사제품 제조업"
26040,제이에스티나,33301,귀금속 및 장신용품 제조업
250300,제이에스피브이,32809,기타 전기장비 제조업
126880,제이엔케이히터,32901,일반 목적용 기계 제조업
33050,제이엠아이,31802,기록매체 복제업
94970,제이엠티,32602,전자부품 제조업
58420,제이웨이,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
25620,제이준코스메틱,32004,기타 화학제품 제조업
36420,제이콘텐트리,116409,기타 금융업
89790,제이티,32902,특수 목적용 기계 제조업
30000,제일기획,137103,광고업
52670,제일바이오,32102,의약품 제조업
271980,제일약품,32102,의약품 제조업
1560,제일연마,32309,기타 비금속 광물제품 제조업
23440,제일제강,32401,1차 철강 제조업
38010,제일테크노스,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
2620,제일파마홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업
3380,제일홀딩스,116409,기타 금융업
80220,제주반도체,32601,반도체 제조업
6220,제주은행,116401,은행 및 저축기관
89590,제주항공,85101,항공 여객 운송업
229000,젠큐릭스,32701,의료용 기기 제조업
82270,젬백스,32902,특수 목적용 기계 제조업
44060,조광ILI,32901,일반 목적용 기계 제조업
4910,조광페인트,32004,기타 화학제품 제조업
4700,조광피혁,31501,"가죽, 가방 및 유사제품 제조업"
1550,조비,32003,"비료, 농약 및 살균, 살충제 제조업"
480,조선내화,32302,"내화, 비내화 요업제품 제조업"
120030,조선선재,32509,기타 금속 가공제품 제조업
34940,조아제약,32102,의약품 제조업
101730,조이맥스,105802,소프트웨어 개발 및 공급업
67000,조이시티,105802,소프트웨어 개발 및 공급업
18470,조일알미늄,32402,1차 비철금속 제조업
2600,조흥,31007,기타 식품 제조업
185750,종근당,32102,의약품 제조업
63160,종근당바이오,32102,의약품 제조업
1630,종근당홀딩스,116409,기타 금융업
33340,좋은사람들,31401,봉제의복 제조업
221670,주노콜렉션,31501,"가죽, 가방 및 유사제품 제조업"
36930,주성엔지니어링,32902,특수 목적용 기계 제조업
44380,주연테크,32603,컴퓨터 및 주변장치 제조업
229480,줌인터넷,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
51980,중앙리빙테크,32202,플라스틱제품 제조업
72020,중앙백신,32101,기초 의약물질 및 생물학적 제제 제조업
440,중앙에너비스,74607,기타 전문 도매업
54180,중앙오션,33101,선박 및 보트 건조업
228760,지노믹트리,137001,자연과학 및 공학 연구개발업
43610,지니뮤직,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
263860,지니언스,105802,소프트웨어 개발 및 공급업
155960,지디,32602,전자부품 제조업
208350,지란지교시큐리티,105802,소프트웨어 개발 및 공급업
138290,지성이씨에스,64201,기반조성 및 시설물 축조관련 전문공사업
114570,지스마트글로벌,32601,반도체 제조업
299480,지앤이바이오텍,31309,기타 섬유제품 제조업
51160,지어소프트,105802,소프트웨어 개발 및 공급업
53050,지에스이,43502,연료용 가스 제조 및 배관공급업
119850,지엔씨에너지,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
65060,지엔코,31401,봉제의복 제조업
204840,지엘팜텍,137001,자연과학 및 공학 연구개발업
13870,지엠비코리아,33003,자동차 신품 부품 제조업
18290,지엠피,32603,컴퓨터 및 주변장치 제조업
71320,지역난방공사,43503,"증기, 냉·온수 및 공기조절 공급업"
135160,지오씨,32803,절연선 및 케이블 제조업
111820,지와이커머스,106309,기타 정보 서비스업
10580,지코,33003,자동차 신품 부품 제조업
35000,지투알,137105,회사 본부 및 경영 컨설팅 서비스업
115450,지트리비앤티,32602,전자부품 제조업
219750,지티지웰니스,32701,의료용 기기 제조업
88790,진도,74607,기타 전문 도매업
18120,진로발효,31101,알코올음료 제조업
109820,진매트릭스,137001,자연과학 및 공학 연구개발업
86060,진바이오텍,31008,동물용 사료 및 조제식품 제조업
36890,진성티이씨,32902,특수 목적용 기계 제조업
3780,진양산업,32202,플라스틱제품 제조업
7370,진양제약,32102,의약품 제조업
10640,진양폴리우레탄,32001,기초 화학물질 제조업
100250,진양홀딩스,116409,기타 금융업
51630,진양화학,32202,플라스틱제품 제조업
272450,진에어,85101,항공 여객 운송업
11000,진원생명과학,32102,의약품 제조업
2780,진흥기업,64102,토목 건설업
85660,차바이오텍,32101,기초 의약물질 및 생물학적 제제 제조업
900040,차이나그레이트,116409,기타 금융업
900090,차이나하오란,116409,기타 금융업
9310,참엔지니어링,32902,특수 목적용 기계 제조업
94850,참좋은여행,147502,여행사 및 기타 여행보조 서비스업
4650,창해에탄올,31101,알코올음료 제조업
650,천일고속,84902,육상 여객 운송업
140290,청광종건,64102,토목 건설업
96240,청담러닝,168505,일반 교습 학원
13720,청보산업,33003,자동차 신품 부품 제조업
12600,청호컴넷,32901,일반 목적용 기계 제조업
66360,체리부로,31001,"도축, 육류 가공 및 저장 처리업"
33250,체시스,33003,자동차 신품 부품 제조업
47820,초록뱀,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
94360,칩스앤미디어,105802,소프트웨어 개발 및 공급업
16920,카스,74605,기계장비 및 관련 물품 도매업
220250,카이노스메드,137001,자연과학 및 공학 연구개발업
35720,카카오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
16170,카카오M,31802,기록매체 복제업
42000,카페24,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
6380,카프로,32001,기초 화학물질 제조업
71850,캐스텍코리아,33003,자동차 신품 부품 제조업
180400,캔서롭,137209,기타 과학기술 서비스업
50110,캠시스,32602,전자부품 제조업
109070,컨버즈,31702,"골판지, 종이 상자 및 종이용기 제조업"
900310,컬러레이,137105,회사 본부 및 경영 컨설팅 서비스업
78340,컴투스,105802,소프트웨어 개발 및 공급업
205290,케미메디,137001,자연과학 및 공학 연구개발업
263700,케어랩스,105802,소프트웨어 개발 및 공급업
214370,케어젠,32101,기초 의약물질 및 생물학적 제제 제조업
72520,케이디 네이쳐 엔 바이오,32602,전자부품 제조업
221980,케이디켐,32004,기타 화학제품 제조업
43290,케이맥,32902,특수 목적용 기계 제조업
250930,케이비제10호스팩,116601,금융 지원 서비스업
258790,케이비제11호스팩,116601,금융 지원 서비스업
232270,케이비제9호스팩,116601,금융 지원 서비스업
192250,케이사인,105802,소프트웨어 개발 및 공급업
29460,케이씨,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
2380,케이씨씨,32004,기타 화학제품 제조업
115500,케이씨에스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
281820,케이씨텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
89150,케이씨티,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
9070,케이씨티시,84903,도로 화물 운송업
25880,케이씨피드,31008,동물용 사료 및 조제식품 제조업
93320,케이아이엔엑스,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
73010,케이에스피,32901,일반 목적용 기계 제조업
105330,케이엔더블유,32602,전자부품 제조업
39420,케이엘넷,106102,전기 통신업
83550,케이엠,31309,기타 섬유제품 제조업
32500,케이엠더블유,32604,통신 및 방송 장비 제조업
237720,케이엠제약,32004,기타 화학제품 제조업
145270,케이탑리츠,126801,부동산 임대 및 공급업
30200,케이티,106102,전기 통신업
58860,케이티스,106309,기타 정보 서비스업
53210,케이티스카이라이프,106002,텔레비전 방송업
33780,케이티앤지,31201,담배 제조업
64820,케이프,33101,선박 및 보트 건조업
256940,케이피에스,32902,특수 목적용 기계 제조업
24880,케이피에프,32509,기타 금속 가공제품 제조업
42040,케이피엠테크,32004,기타 화학제품 제조업
54410,케이피티유,32509,기타 금속 가공제품 제조업
217600,켐온,137001,자연과학 및 공학 연구개발업
89010,켐트로닉스,32004,기타 화학제품 제조업
220260,켐트로스,32004,기타 화학제품 제조업
52400,코나아이,105802,소프트웨어 개발 및 공급업
94860,코닉글로리,105802,소프트웨어 개발 및 공급업
46070,코다코,33003,자동차 신품 부품 제조업
47770,코데즈컴바인,31401,봉제의복 제조업
80530,코디,32004,기타 화학제품 제조업
224060,코디엠,32902,특수 목적용 기계 제조업
78650,코렌,32703,사진장비 및 광학기기 제조업
104540,코렌텍,32701,의료용 기기 제조업
27050,코리아나,32004,기타 화학제품 제조업
7810,코리아써키트,32602,전자부품 제조업
101670,코리아에스이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업"
123410,코리아에프티,33003,자동차 신품 부품 제조업
152330,코리아오토글라스,32301,유리 및 유리제품 제조업
3690,코리안리,116502,재 보험업
36690,코맥스,32604,통신 및 방송 장비 제조업
49430,코메론,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
183300,코미코,32902,특수 목적용 기계 제조업
41960,코미팜,32102,의약품 제조업
89890,코세스,32902,특수 목적용 기계 제조업
9730,코센,32401,1차 철강 제조업
189350,코셋,32604,통신 및 방송 장비 제조업
192820,코스맥스,32004,기타 화학제품 제조업
44820,코스맥스비티아이,116409,기타 금융업
241710,코스메카코리아,32004,기타 화학제품 제조업
5070,코스모신소재,32004,기타 화학제품 제조업
5420,코스모화학,32004,기타 화학제품 제조업
69110,코스온,32004,기타 화학제품 제조업
71950,코아스,33201,가구 제조업
166480,코아스템,32102,의약품 제조업
45970,코아시아홀딩스,137309,"그외 기타 전문, 과학 및 기술 서비스업"
29960,코엔텍,53802,폐기물 처리업
2020,코오롱,116409,기타 금융업
3070,코오롱글로벌,64102,토목 건설업
144620,코오롱머티리얼,32005,화학섬유 제조업
102940,코오롱생명과학,32101,기초 의약물질 및 생물학적 제제 제조업
120110,코오롱인더,32005,화학섬유 제조업
950160,코오롱티슈진,32101,기초 의약물질 및 생물학적 제제 제조업
138490,코오롱플라스틱,32002,합성고무 및 플라스틱 물질 제조업
21240,코웨이,199609,그외 기타 개인 서비스업
33290,코웰패션,31404,의복 액세서리 제조업
56360,코위버,32604,통신 및 방송 장비 제조업
121850,코이즈,32202,플라스틱제품 제조업
15710,코콤,32604,통신 및 방송 장비 제조업
52330,코텍,32605,영상 및 음향기기 제조업
126600,코프라,32002,합성고무 및 플라스틱 물질 제조업
200130,콜마비앤에이치,32101,기초 의약물질 및 생물학적 제제 제조업
31820,콤텍시스템,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
225650,쿠첸,32805,가정용 기기 제조업
192400,쿠쿠홀딩스,32805,가정용 기기 제조업
284740,쿠쿠홈시스,147602,개인 및 가정용품 임대업
60280,큐렉소,74708,기타 상품 전문 소매업
15590,큐로,32901,일반 목적용 기계 제조업
40350,큐로컴,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
51780,큐로홀딩스,74603,음·식료품 및 담배 도매업
115180,큐리언트,137001,자연과학 및 공학 연구개발업
182360,큐브엔터,105902,오디오물 출판 및 원판 녹음업
66310,큐에스아이,32601,반도체 제조업
136660,큐엠씨,32902,특수 목적용 기계 제조업
16600,큐캐피탈,116409,기타 금융업
264900,크라운제과,31007,기타 식품 제조업
5740,크라운해태홀딩스,116409,기타 금융업
215570,크로넥스,137001,자연과학 및 공학 연구개발업
43590,크로바하이텍,32601,반도체 제조업
114120,크루셜텍,32602,전자부품 제조업
83790,크리스탈,137001,자연과학 및 공학 연구개발업
900250,크리스탈신소재,116409,기타 금융업
45520,크린앤사이언스,31701,"펄프, 종이 및 판지 제조업"
214150,클래시스,32701,의료용 기기 제조업
237880,클리오,32004,기타 화학제품 제조업
20120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
39490,키움증권,116601,금융 지원 서비스업
12170,키위미디어그룹,74607,기타 전문 도매업
54780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
219130,타이거일렉,32602,전자부품 제조업
180060,탑선,32809,기타 전기장비 제조업
65130,탑엔지니어링,32902,특수 목적용 기계 제조업
15890,태경산업,32001,기초 화학물질 제조업
6890,태경화학,32001,기초 화학물질 제조업
23160,태광,32401,1차 철강 제조업
3240,태광산업,32005,화학섬유 제조업
11280,태림포장,31702,"골판지, 종이 상자 및 종이용기 제조업"
53620,태양,32509,기타 금속 가공제품 제조업
4100,태양금속공업,33003,자동차 신품 부품 제조업
116100,태양기계,33003,자동차 신품 부품 제조업
9410,태영건설,64102,토목 건설업
44490,태웅,32509,기타 금속 가공제품 제조업
1420,태원물산,33003,자동차 신품 부품 제조업
7980,태평양물산,31401,봉제의복 제조업
191420,테고사이언스,32101,기초 의약물질 및 생물학적 제제 제조업
182690,테라셈,32601,반도체 제조업
66700,테라젠이텍스,32102,의약품 제조업
95610,테스,32902,특수 목적용 기계 제조업
131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업"
55490,테이팩스,32202,플라스틱제품 제조업
89030,테크윙,32902,특수 목적용 기계 제조업
258050,테크트랜스,32509,기타 금속 가공제품 제조업
54450,텔레칩스,32601,반도체 제조업
91440,텔레필드,32604,통신 및 방송 장비 제조업
196450,텔루스,32703,사진장비 및 광학기기 제조업
78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
200230,텔콘RF제약,32604,통신 및 방송 장비 제조업
214420,토니모리,32004,기타 화학제품 제조업
215480,토박스코리아,74704,"섬유, 의복, 신발 및 가죽제품 소매업"
51360,토비스,32605,영상 및 음향기기 제조업
45340,토탈소프트,105802,소프트웨어 개발 및 공급업
57880,토필드,32605,영상 및 음향기기 제조업
108230,톱텍,32902,특수 목적용 기계 제조업
79970,투비소프트,105802,소프트웨어 개발 및 공급업
66410,투윈글로벌,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
199800,툴젠,137001,자연과학 및 공학 연구개발업
140890,트러스제7호,126801,부동산 임대 및 공급업
52290,트레이스,32602,전자부품 제조업
105550,트루윈,32602,전자부품 제조업
26150,특수건설,64102,토목 건설업
33830,티비씨,106002,텔레비전 방송업
84870,티비에이치글로벌,31401,봉제의복 제조업
228180,티씨엠생명과학,137001,자연과학 및 공학 연구개발업
64760,티씨케이,32309,기타 비금속 광물제품 제조업
277880,티에스아이,32902,특수 목적용 기계 제조업
131290,티에스이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
246690,티에스인베스트먼트,116402,신탁업 및 집합투자업
19180,티에이치엔,32809,기타 전기장비 제조업
62860,티엘아이,32601,반도체 제조업
4870,티웨이홀딩스,32601,반도체 제조업
191600,티케이씨,32602,전자부품 제조업
104480,티케이케미칼,32005,화학섬유 제조업
81150,티플랙스,32509,기타 금속 가공제품 제조업
130740,티피씨글로벌,33003,자동차 신품 부품 제조업
217880,틸론,105802,소프트웨어 개발 및 공급업
84730,팅크웨어,32604,통신 및 방송 장비 제조업
46210,파나진,32103,의료용품 및 기타 의약 관련제품 제조업
34230,파라다이스,189102,유원지 및 기타 오락관련 서비스업
33540,파라텍,32902,특수 목적용 기계 제조업
43200,파루,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
217950,파마리서치바이오,137001,자연과학 및 공학 연구개발업
214450,파마리서치프로덕트,74604,생활용품 도매업
5690,파미셀,32101,기초 의약물질 및 생물학적 제제 제조업
177830,파버나인,32602,전자부품 제조업
37070,파세코,32805,가정용 기기 제조업
150900,파수닷컴,105802,소프트웨어 개발 및 공급업
37030,파워넷,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
47310,파워로직스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
170790,파이오링크,32604,통신 및 방송 장비 제조업
49120,파인디앤씨,32602,전자부품 제조업
38950,파인디지털,32604,통신 및 방송 장비 제조업
278990,파인이엠텍,33309,그외 기타 제품 제조업
106240,파인테크닉스,32604,통신 및 방송 장비 제조업
131760,파인텍,32602,전자부품 제조업
140860,파크시스템스,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
91700,파트론,32602,전자부품 제조업
194510,파티게임즈,105802,소프트웨어 개발 및 공급업
38160,팍스넷,106309,기타 정보 서비스업
202960,판도라티비,105802,소프트웨어 개발 및 공급업
32800,판타지오,189001,창작 및 예술관련 서비스업
43090,팜스웰바이오,74607,기타 전문 도매업
36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업"
27710,팜스토리,31008,동물용 사료 및 조제식품 제조업
225590,패션플랫폼,31401,봉제의복 제조업
54300,팬스타엔터프라이즈,32901,일반 목적용 기계 제조업
68050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업"
28670,팬오션,85001,해상 운송업
222110,팬젠,32102,의약품 제조업
10820,퍼스텍,32502,무기 및 총포탄 제조업
16800,퍼시스,33201,가구 제조업
60900,퍼시픽바이오,31902,석유 정제품 제조업
263750,펄어비스,105802,소프트웨어 개발 및 공급업
1020,페이퍼코리아,31701,"펄프, 종이 및 판지 제조업"
87010,펩트론,32101,기초 의약물질 및 생물학적 제제 제조업
90080,평화산업,33003,자동차 신품 부품 제조업
43370,평화정공,33003,자동차 신품 부품 제조업
10770,평화홀딩스,116409,기타 금융업
119500,포메탈,32509,기타 금속 가공제품 제조업
16670,포비스티앤씨,74607,기타 전문 도매업
56730,포스링크,74607,기타 전문 도매업
5490,포스코,32401,1차 철강 제조업
22100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업"
58430,포스코강판,32401,1차 철강 제조업
47050,포스코대우,74601,상품 중개업
9520,포스코엠텍,32401,1차 철강 제조업
3670,포스코켐텍,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업"
189690,포시에스,105802,소프트웨어 개발 및 공급업
176560,포인트엔지니어링,32509,기타 금속 가공제품 제조업
141020,포티스,74709,무점포 소매업
7630,폴루스바이오팜,32604,통신 및 방송 장비 제조업
5670,푸드웰,31003,"과실, 채소 가공 및 저장 처리업"
94940,푸른기술,32603,컴퓨터 및 주변장치 제조업
7330,푸른저축은행,116401,은행 및 저축기관
17810,풀무원,116409,기타 금융업
93380,풍강,32509,기타 금속 가공제품 제조업
23900,풍국주정,31101,알코올음료 제조업
103140,풍산,32402,1차 비철금속 제조업
5810,풍산홀딩스,116409,기타 금융업
195440,퓨전데이타,105802,소프트웨어 개발 및 공급업
214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업
220100,퓨쳐켐,32102,의약품 제조업
35200,프럼파스트,32202,플라스틱제품 제조업
203690,프로스테믹스,32101,기초 의약물질 및 생물학적 제제 제조업
53610,프로텍,32902,특수 목적용 기계 제조업
53160,프리엠스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
75130,플랜티넷,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
222670,플럼라인생명과학,137001,자연과학 및 공학 연구개발업
23770,플레이위드,105802,소프트웨어 개발 및 공급업
266870,플렉스파워에이더블유에스,74604,생활용품 도매업
150440,피노텍,105802,소프트웨어 개발 및 공급업
32580,피델릭스,32601,반도체 제조업
51380,피씨디렉트,74605,기계장비 및 관련 물품 도매업
241820,피씨엘,32103,의료용품 및 기타 의약 관련제품 제조업
237750,피앤씨테크,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
131390,피앤이솔루션,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
54340,피앤텔,32604,통신 및 방송 장비 제조업
24850,피에스엠씨,32602,전자부품 제조업
31980,피에스케이,32902,특수 목적용 기계 제조업
2230,피에스텍,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외"
