code,ratio of operating profit to revenue,ROS,ROE,ROA,debt ratio,EPS,BPS,PER,PBR,cash dividend yield ratio,cash dividend payout ratio,sales_qoq,operating revenue_qoq,net income_qoq,assets_qoq,equity_qoq,assets_turnover_ratio,equity_turnover_ratio,median,var,skew,kurt,slope
036640,9.59,6.18,8.1,6.28,28.15,68.0,4918.0,11.08,0.87,,118.07,0.11875,0.21428571428571427,-0.08333333333333333,-0.0057859209257473485,0.011320754716981131,0.17311411992263057,0.22388993120700437,4402.5,127644.39762796542,-0.652691390805595,-0.7510718966636141,-8.602960828087498e-14
082740,-2.73,-13.11,-1.92,-0.8,126.7,-244.0,7815.0,-24.76,0.47,,0.0,-0.34046890927624873,-2.25,9.0,-0.0466862805822236,-0.005492493592090809,0.10258036386697848,0.23756196071231872,5765.0,1427546.9912609216,-0.2890483149969399,-1.2707945833892575,-1.2573361770301937e-13
225430,,,0.18,0.15,17.59,5.0,1883.0,599.57,1.05,,,,,,0.010101010101010102,0.0,,,2110.0,359879.775280899,1.2939519271400999,-0.04068754235515648,1.3715248325465706e-13
254120,,,0.56,0.49,14.86,5.0,1878.0,191.24,1.07,,,,,,0.0,0.011904761904761904,,,2112.5,2647.3314606740855,0.4640408660331445,-0.9275219114083817,1.3013638723656819e-14
264850,,,,,18.65,3.0,1935.0,,1.03,,,,,,0.0,0.0,,,2180.0,2308.414481897627,-1.5870652299272967,0.823396149320955,9.425056104138515e-15
276920,,,,,17.32,3.0,1959.0,,1.02,,,,,,4.6,23.0,,,2092.5,7492.009987515487,0.40962367815903356,-1.3155366514491065,2.238645452754398e-14
277410,,,,,17.1,0.0,1886.0,,1.16,,,,,,0.0,0.0,,,2735.0,261043.50811485603,0.5706802336334675,-1.3931067159662063,1.2620704048277434e-13
095340,1.12,-0.14,11.1,7.91,22.98,17.0,11768.0,15.76,1.67,1.76,2002.46,-0.08650519031141868,-0.9473684210526315,-1.0,0.009077878643096034,-0.006936416184971098,0.12556480380499405,0.1531322505800464,16525.0,761245.0062421989,0.7232067515204278,0.3065376976837806,-9.057392842590328e-14
099520,7.42,1.09,-2.14,-1.26,62.56,6.0,1057.0,-54.33,1.15,,,0.045454545454545456,-0.2222222222222222,-0.875,0.07722007722007722,0.23741007194244604,0.3420074349442379,0.5916398713826366,1460.0,24479.466292134806,0.4456544653066851,-0.9800646000098698,8.661435270819652e-16
175330,5.8,3.87,7.86,0.57,1442.05,92.0,15895.0,5.1,0.38,,107.25,0.017980636237897647,-0.6836262719703978,-0.7269461077844311,-0.00559323379591905,-0.028058573452999527,0.012336690234466256,0.18805793768664464,6100.0,60387.06616729094,-0.7627474877591611,0.0781442164807511,-4.914507757593715e-14
950170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14350.0,4356102.973395931,0.07191757902223331,-0.5679782960086461,-6.579233953260388e-13
234080,12.31,8.15,17.45,8.59,94.45,196.0,6448.0,19.86,3.26,,255.66,0.010638297872340425,-0.25396825396825395,-0.3111111111111111,0.005572441742654508,0.029233870967741934,0.19196766860318262,0.37754595131644314,26100.0,224052387.32833952,0.6548150131033562,-1.5031876226955905,-3.4817306265557837e-12
067290,-32.59,-23.52,-15.29,-4.49,212.76,-98.0,1012.0,-55.68,8.45,,-61.82,-0.23394495412844038,-14.5,3.3333333333333335,-0.0348221044663134,0.046153846153846156,0.12865947611710324,0.41854636591478694,8880.0,1370542.6841448166,0.9631123269733664,0.6106484332689033,-2.2778455360468955e-13
001060,3.45,-5.05,-0.27,-0.12,132.99,-293.0,12571.0,-1314.91,3.6,,-92.1,-0.06151537884471118,-0.2711864406779661,-2.086206896551724,-0.011283497884344146,-0.01955104996379435,0.1971631205673759,0.4574040219378428,40700.0,11846525.905118663,-0.33864989067937995,-0.5479459073544697,-8.817439512598468e-13
096760,2.91,-8.49,-6.02,-0.45,260.63,-138.0,2655.0,-61.71,3.15,0.88,-52.99,-0.18600777345918934,-0.57,-3.8181818181818183,-0.009382788447441724,-0.010039630118890357,0.1079687730151716,0.38927243759957514,8260.0,385829.4631710364,1.1890259056250876,1.7819846357143074,-1.0341049518017794e-13
